transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status
200,76,Cindy Lewis,105,45000.0,tv,Electronics,offline,Chennai,2025-04-27 00:00:00,1,Cash,0.4,CindyLewis@outlook.com,6646839866,successful
200,76,Cindy Lewis,105,45000.0,tv,Electronics,offline,Chennai,2025-04-27 00:00:00,1,Cash,0.4,CindyLewis@outlook.com,6646839866,failed
203,929,Charles Key,103,1300.0,SHIRT,clothing,offline,Delhi,07-26-2025,1,Cash,0.35,Charles2@gmail.com,7319365346,successful
203,929,Charles Key,103,1300.0,SHIRT,clothing,offline,Delhi,07-26-2025,1,Cash,0.35,Charles2@gmail.com,7319365346,failed
220,107,Cory Tyler,105,45000.0,TV,ELEC,online,Chennai,2026-04-07 00:00:00,1,UPI,0.05,CoryTyler@outlook.com,7231357413,successful
220,107,Cory Tyler,105,45000.0,TV,ELEC,online,Chennai,2026-04-07 00:00:00,1,UPI,0.05,CoryTyler@outlook.com,7231357413,failed
232,54,Jessica Hernandez,110,45000.0,Microwave,HOME,offline,Hyderabad,2025-07-08 00:00:00,5,NetBanking,0.25,JessicaHernandez@outlook.com,7144391854,successful
232,54,Jessica Hernandez,110,45000.0,Microwave,HOME,offline,Hyderabad,2025-07-08 00:00:00,5,NetBanking,0.25,JessicaHernandez@outlook.com,7144391854,failed
293,291,Jerry Freeman,101,250000.0,LAPTOP,Electronics,offline,Mumbai,2025-05-10 00:00:00,1,UPI,0.35,JerryFreeman@gmail.com,8189681801,successful
293,291,Jerry Freeman,101,250000.0,LAPTOP,Electronics,offline,Mumbai,2025-05-10 00:00:00,1,UPI,0.35,JerryFreeman@gmail.com,8189681801,failed
298,435,Wendy Robinson,109,65000.0,REFRIGERATOR,Home Appliances,offline,Delhi,2025-06-15 00:00:00,3,NetBanking,0.4,WendyRobinson@gmail.com,7891934454,successful
298,435,Wendy Robinson,109,65000.0,REFRIGERATOR,Home Appliances,offline,Delhi,2025-06-15 00:00:00,3,NetBanking,0.4,WendyRobinson@gmail.com,7891934454,failed
311,619,Angelica Wood,110,45000.0,MICROWAVE,Home Appliances,offline,Mumbai,06-24-2025,2,Card,0.15,AngelicaWood@outlook.com,9231454769,successful
311,619,Angelica Wood,110,45000.0,MICROWAVE,Home Appliances,offline,Mumbai,06-24-2025,2,Card,0.15,AngelicaWood@outlook.com,9231454769,failed
319,90,Joe Gillespie,107,50000.0,dining table,furniture,online,Chennai,2025-04-11 00:00:00,5,Card,0.35,JoeGillespie@gmail.com,6300656792,successful
319,90,Joe Gillespie,107,50000.0,dining table,furniture,online,Chennai,2025-04-11 00:00:00,5,Card,0.35,JoeGillespie@gmail.com,6300656792,failed
327,599,David Johnson,101,250000.0,LAPTOP,electronics,offline,Mumbai,2025-11-26 00:00:00,1,UPI,0.25,DavidJohnson@gmail.com,7496294774,successful
327,599,David Johnson,101,250000.0,LAPTOP,electronics,offline,Mumbai,2025-11-26 00:00:00,1,UPI,0.25,DavidJohnson@gmail.com,7496294774,failed
330,6,Eric Turner,105,45000.0,tv,Electronics,online,Hyderabad,2025-04-26 00:00:00,5,NetBanking,0.1,EricTurner@outlook.com,7747196182,successful
330,6,Eric Turner,105,45000.0,tv,Electronics,online,Hyderabad,2025-04-26 00:00:00,5,NetBanking,0.1,EricTurner@outlook.com,7747196182,failed
342,823,Brandon Bennett,109,65000.0,REFRIGERATOR,HOME,online,Bangalore,2026-03-29 00:00:00,1,NetBanking,0.3,Brandon57@gmail.com,8357548117,successful
342,823,Brandon Bennett,109,65000.0,REFRIGERATOR,HOME,online,Bangalore,2026-03-29 00:00:00,1,NetBanking,0.3,Brandon57@gmail.com,8357548117,failed
348,436,Jesse Conway,101,250000.0,LAPTOP,ELEC,offline,Hyderabad,2025-10-31 00:00:00,4,NetBanking,0.35,JesseConway@gmail.com,8500568681,successful
348,436,Jesse Conway,101,250000.0,LAPTOP,ELEC,offline,Hyderabad,2025-10-31 00:00:00,4,NetBanking,0.35,JesseConway@gmail.com,8500568681,failed
362,350,Gregory Knapp,109,65000.0,Refrigerator,home appliances,offline,Chennai,04-20-2025,2,NetBanking,0.4,GregoryKnapp@yahoo.com,9371443947,successful
362,350,Gregory Knapp,109,65000.0,Refrigerator,home appliances,offline,Chennai,04-20-2025,2,NetBanking,0.4,GregoryKnapp@yahoo.com,9371443947,failed
372,650,Michael Haynes,104,8000.0,Shoes,clothing,online,Hyderabad,2025-03-09 00:00:00,4,NetBanking,0.15,MichaelHaynes@yahoo.com,6045946833,successful
372,650,Michael Haynes,104,8000.0,Shoes,clothing,online,Hyderabad,2025-03-09 00:00:00,4,NetBanking,0.15,MichaelHaynes@yahoo.com,6045946833,failed
380,417,Kristina Lewis,104,8000.0,SHOES,clothing,online,Delhi,2026-01-27 00:00:00,3,UPI,0.05,KristinaLewis@gmail.com,7869899732,successful
380,417,Kristina Lewis,104,8000.0,SHOES,clothing,online,Delhi,2026-01-27 00:00:00,3,UPI,0.05,KristinaLewis@gmail.com,7869899732,failed
386,10,Tracy Olson,108,15000.0,mixer grinder,Home Appliances,offline,Delhi,2026-08-02 00:00:00,4,NetBanking,0.1,TracyOlson@yahoo.com,6972129098,successful
386,10,Tracy Olson,108,15000.0,mixer grinder,Home Appliances,offline,Delhi,2026-08-02 00:00:00,4,NetBanking,0.1,TracyOlson@yahoo.com,6972129098,failed
410,381,Melissa Garza,107,50000.0,Dining table,Furniture,online,Hyderabad,2025-06-17 00:00:00,5,Card,0.3,MelissaGarza@gmail.com,6928004306,successful
410,381,Melissa Garza,107,50000.0,Dining table,Furniture,online,Hyderabad,2025-06-17 00:00:00,5,Card,0.3,MelissaGarza@gmail.com,6928004306,failed
425,776,Erica Moore,107,50000.0,DINING TABLE,FURN,offline,Chennai,2026-04-09 00:00:00,3,UPI,0.4,EricaMoore@gmail.com,7710081731,successful
425,776,Erica Moore,107,50000.0,DINING TABLE,FURN,offline,Chennai,2026-04-09 00:00:00,3,UPI,0.4,EricaMoore@gmail.com,7710081731,failed
428,145,Michael Hendrix,101,250000.0,LAPTOP,Electronics,offline,Delhi,2025-10-11 00:00:00,3,Card,0.25,MichaelHendrix@outlook.com,6964491396,successful
428,145,Michael Hendrix,101,250000.0,LAPTOP,Electronics,offline,Delhi,2025-10-11 00:00:00,3,Card,0.25,MichaelHendrix@outlook.com,6964491396,failed
435,291,Jerry Freeman,102,70000.0,PHONE,electronics,online,Mumbai,2026-11-01 00:00:00,2,Cash,0.05,JerryFreeman@gmail.com,8189681801,successful
435,291,Jerry Freeman,102,70000.0,PHONE,electronics,online,Mumbai,2026-11-01 00:00:00,2,Cash,0.05,JerryFreeman@gmail.com,8189681801,failed
450,76,Cindy Lewis,105,45000.0,tv,electronics,online,Chennai,2025-09-17 00:00:00,2,NetBanking,0.1,CindyLewis@outlook.com,6646839866,successful
450,76,Cindy Lewis,105,45000.0,tv,electronics,online,Chennai,2025-09-17 00:00:00,2,NetBanking,0.1,CindyLewis@outlook.com,6646839866,failed
460,900,Gary Phillips,103,1300.0,SHIRT,CLOTH,online,Bangalore,2025-06-10 00:00:00,1,Card,0.15,GaryPhillips@yahoo.com,8740934646,successful
460,900,Gary Phillips,103,1300.0,SHIRT,CLOTH,online,Bangalore,2025-06-10 00:00:00,1,Card,0.15,GaryPhillips@yahoo.com,8740934646,failed
474,633,Julie Jackson,103,1300.0,Shirt,Clothing,online,Delhi,2025-08-01 00:00:00,5,Cash,0.05,Julie50@gmail.com,7168243701,successful
474,633,Julie Jackson,103,1300.0,Shirt,Clothing,online,Delhi,2025-08-01 00:00:00,5,Cash,0.05,Julie50@gmail.com,7168243701,failed
495,293,Luke Cummings,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-06-08 00:00:00,2,Card,0.1,LukeCummings@gmail.com,8835564761,successful
495,293,Luke Cummings,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-06-08 00:00:00,2,Card,0.1,LukeCummings@gmail.com,8835564761,failed
500,821,Margaret Parker,103,1300.0,Shirt,CLOTH,offline,Delhi,2025-06-05 00:00:00,3,UPI,0.05,Margaret32@gmail.com,9826127968,successful
500,821,Margaret Parker,103,1300.0,Shirt,CLOTH,offline,Delhi,2025-06-05 00:00:00,3,UPI,0.05,Margaret32@gmail.com,9826127968,failed
512,123,Trevor Sharp,101,250000.0,Laptop,ELEC,offline,Mumbai,2025-04-30 00:00:00,3,UPI,0.25,TrevorSharp@yahoo.com,6132558457,successful
512,123,Trevor Sharp,101,250000.0,Laptop,ELEC,offline,Mumbai,2025-04-30 00:00:00,3,UPI,0.25,TrevorSharp@yahoo.com,6132558457,failed
545,459,Jason Moreno,105,45000.0,TV,electronics,online,Mumbai,2025-05-11 00:00:00,2,NetBanking,0.05,JasonMoreno@gmail.com,6781402001,successful
545,459,Jason Moreno,105,45000.0,TV,electronics,online,Mumbai,2025-05-11 00:00:00,2,NetBanking,0.05,JasonMoreno@gmail.com,6781402001,failed
568,945,Misty Parker,101,250000.0,LAPTOP,Electronics,offline,Hyderabad,2025-06-03 00:00:00,4,UPI,0.35,Misty47@gmail.com,6061858545,successful
568,945,Misty Parker,101,250000.0,LAPTOP,Electronics,offline,Hyderabad,2025-06-03 00:00:00,4,UPI,0.35,Misty47@gmail.com,6061858545,failed
579,250,Steven Baker,109,65000.0,Refrigerator,home appliances,offline,Mumbai,2025-06-17 00:00:00,1,UPI,0.1,StevenBaker@gmail.com,6299345024,successful
579,250,Steven Baker,109,65000.0,Refrigerator,home appliances,offline,Mumbai,2025-06-17 00:00:00,1,UPI,0.1,StevenBaker@gmail.com,6299345024,failed
621,393,Shannon Alvarez,105,45000.0,Tv,electronics,offline,Mumbai,2025-10-12 00:00:00,5,Cash,0.05,ShannonAlvarez@gmail.com,9564682230,successful
621,393,Shannon Alvarez,105,45000.0,Tv,electronics,offline,Mumbai,2025-10-12 00:00:00,5,Cash,0.05,ShannonAlvarez@gmail.com,9564682230,failed
634,936,Brian Larson,104,8000.0,shoes,Clothing,offline,Hyderabad,2025-12-10 00:00:00,5,Card,0.35,BrianLarson@yahoo.com,9082928514,successful
634,936,Brian Larson,104,8000.0,shoes,Clothing,offline,Hyderabad,2025-12-10 00:00:00,5,Card,0.35,BrianLarson@yahoo.com,9082928514,failed
636,757,Yvette Clark,107,50000.0,Dining table,Furniture,offline,Hyderabad,06-30-2025,3,Card,0.2,YvetteClark@gmail.com,6025126334,successful
636,757,Yvette Clark,107,50000.0,Dining table,Furniture,offline,Hyderabad,06-30-2025,3,Card,0.2,YvetteClark@gmail.com,6025126334,failed
671,186,Dawn Garrett,109,65000.0,Refrigerator,home appliances,online,Chennai,2026-03-14 00:00:00,5,Cash,0.25,Dawn29@gmail.com,9627230201,successful
671,186,Dawn Garrett,109,65000.0,Refrigerator,home appliances,online,Chennai,2026-03-14 00:00:00,5,Cash,0.25,Dawn29@gmail.com,9627230201,failed
684,338,Lisa Garrison,105,45000.0,TV,Electronics,online,Delhi,2025-08-20 00:00:00,3,Cash,0.35,LisaGarrison@outlook.com,6733039437,successful
684,338,Lisa Garrison,105,45000.0,TV,Electronics,online,Delhi,2025-08-20 00:00:00,3,Cash,0.35,LisaGarrison@outlook.com,6733039437,failed
703,647,Michelle Conway,109,65000.0,REFRIGERATOR,HOME,online,Chennai,2025-09-03 00:00:00,2,Card,0.05,MichelleConway@yahoo.com,9030419105,successful
703,647,Michelle Conway,109,65000.0,REFRIGERATOR,HOME,online,Chennai,2025-09-03 00:00:00,2,Card,0.05,MichelleConway@yahoo.com,9030419105,failed
737,314,Paul Gonzales,108,15000.0,MIXER GRINDER,HOME,offline,Hyderabad,2025-09-04 00:00:00,4,Card,0.35,Paul48@gmail.com,6497754983,successful
737,314,Paul Gonzales,108,15000.0,MIXER GRINDER,HOME,offline,Hyderabad,2025-09-04 00:00:00,4,Card,0.35,Paul48@gmail.com,6497754983,failed
745,618,Alan Torres,106,80000.0,Sofa,furniture,online,Chennai,2026-01-03 00:00:00,1,NetBanking,0.15,AlanTorres@yahoo.com,7353183305,successful
745,618,Alan Torres,106,80000.0,Sofa,furniture,online,Chennai,2026-01-03 00:00:00,1,NetBanking,0.15,AlanTorres@yahoo.com,7353183305,failed
754,764,Jody Gardner,106,80000.0,SOFA,Furniture,online,Mumbai,2025-10-13 00:00:00,1,Card,0.4,JodyGardner@outlook.com,8683344567,successful
754,764,Jody Gardner,106,80000.0,SOFA,Furniture,online,Mumbai,2025-10-13 00:00:00,1,Card,0.4,JodyGardner@outlook.com,8683344567,failed
760,680,Benjamin Anderson,104,8000.0,SHOES,CLOTH,offline,Delhi,05-25-2025,1,Cash,0.4,BenjaminAnderson@yahoo.com,7059506812,successful
760,680,Benjamin Anderson,104,8000.0,SHOES,CLOTH,offline,Delhi,05-25-2025,1,Cash,0.4,BenjaminAnderson@yahoo.com,7059506812,failed
770,229,Randy Wilkins,101,250000.0,Laptop,ELEC,offline,Hyderabad,11-17-2025,3,Card,0.4,RandyWilkins@gmail.com,6293802127,successful
770,229,Randy Wilkins,101,250000.0,Laptop,ELEC,offline,Hyderabad,11-17-2025,3,Card,0.4,RandyWilkins@gmail.com,6293802127,failed
774,177,Barbara Weber,103,1300.0,shirt,Clothing,offline,Chennai,2025-07-05 00:00:00,2,NetBanking,0.4,Barbara59@gmail.com,6212820042,successful
774,177,Barbara Weber,103,1300.0,shirt,Clothing,offline,Chennai,2025-07-05 00:00:00,2,NetBanking,0.4,Barbara59@gmail.com,6212820042,failed
800,58,Michelle Barnes,106,80000.0,sofa,furniture,offline,Hyderabad,2026-03-13 00:00:00,2,Card,0.05,Michelle20@gmail.com,7266816620,successful
800,58,Michelle Barnes,106,80000.0,sofa,furniture,offline,Hyderabad,2026-03-13 00:00:00,2,Card,0.05,Michelle20@gmail.com,7266816620,failed
802,528,Kerri Rodriguez,109,65000.0,Refrigerator,home appliances,offline,Chennai,2026-01-02 00:00:00,1,UPI,0.15,Kerri90@gmail.com,7758070493,successful
802,528,Kerri Rodriguez,109,65000.0,Refrigerator,home appliances,offline,Chennai,2026-01-02 00:00:00,1,UPI,0.15,Kerri90@gmail.com,7758070493,failed
807,172,Daniel Smith,103,1300.0,SHIRT,Clothing,online,Delhi,2026-02-02 00:00:00,5,Card,0.35,Daniel30@gmail.com,6589542879,successful
807,172,Daniel Smith,103,1300.0,SHIRT,Clothing,online,Delhi,2026-02-02 00:00:00,5,Card,0.35,Daniel30@gmail.com,6589542879,failed
820,880,Miranda Frank,104,8000.0,Shoes,Clothing,offline,Chennai,01-23-2026,3,Cash,0.3,MirandaFrank@yahoo.com,7215799940,successful
820,880,Miranda Frank,104,8000.0,Shoes,Clothing,offline,Chennai,01-23-2026,3,Cash,0.3,MirandaFrank@yahoo.com,7215799940,failed
863,258,Larry Taylor,105,45000.0,TV,ELEC,online,Chennai,04-19-2025,4,NetBanking,0.2,LarryTaylor@yahoo.com,9823327795,successful
863,258,Larry Taylor,105,45000.0,TV,ELEC,online,Chennai,04-19-2025,4,NetBanking,0.2,LarryTaylor@yahoo.com,9823327795,failed
873,38,Laura Shelton,105,45000.0,Tv,Electronics,online,Bangalore,2025-06-28 00:00:00,3,Card,0.4,LauraShelton@gmail.com,6595077405,successful
873,38,Laura Shelton,105,45000.0,Tv,Electronics,online,Bangalore,2025-06-28 00:00:00,3,Card,0.4,LauraShelton@gmail.com,6595077405,failed
881,985,Lindsey Rivas,102,70000.0,Phone,ELEC,offline,Bangalore,01-25-2026,1,Card,0.05,LindseyRivas@yahoo.com,8429169056,successful
881,985,Lindsey Rivas,102,70000.0,Phone,ELEC,offline,Bangalore,01-25-2026,1,Card,0.05,LindseyRivas@yahoo.com,8429169056,failed
900,128,Ethan Porter,104,8000.0,SHOES,clothing,offline,Bangalore,2025-12-27 00:00:00,1,UPI,0.05,EthanPorter@yahoo.com,6960954264,successful
900,128,Ethan Porter,104,8000.0,SHOES,clothing,offline,Bangalore,2025-12-27 00:00:00,1,UPI,0.05,EthanPorter@yahoo.com,6960954264,failed
932,674,Haley Alvarez,108,15000.0,MIXER GRINDER,Home Appliances,offline,Bangalore,09-26-2025,1,UPI,0.25,HaleyAlvarez@outlook.com,9910438272,successful
932,674,Haley Alvarez,108,15000.0,MIXER GRINDER,Home Appliances,offline,Bangalore,09-26-2025,1,UPI,0.25,HaleyAlvarez@outlook.com,9910438272,failed
934,561,Allison Lee,107,50000.0,dining table,Furniture,online,Mumbai,2025-07-10 00:00:00,1,Cash,0.15,Allison15@gmail.com,8312564275,successful
934,561,Allison Lee,107,50000.0,dining table,Furniture,online,Mumbai,2025-07-10 00:00:00,1,Cash,0.15,Allison15@gmail.com,8312564275,failed
949,87,Peter Silva,101,250000.0,laptop,Electronics,online,Chennai,04-20-2025,2,Cash,0.35,PeterSilva@outlook.com,7226480954,successful
949,87,Peter Silva,101,250000.0,laptop,Electronics,online,Chennai,04-20-2025,2,Cash,0.35,PeterSilva@outlook.com,7226480954,failed
950,205,Renee Harris,105,45000.0,tv,ELEC,offline,Mumbai,2025-04-30 00:00:00,2,UPI,0.4,ReneeHarris@gmail.com,9467171150,successful
950,205,Renee Harris,105,45000.0,tv,ELEC,offline,Mumbai,2025-04-30 00:00:00,2,UPI,0.4,ReneeHarris@gmail.com,9467171150,failed
952,6,Eric Turner,106,80000.0,sofa,furniture,offline,Hyderabad,07-15-2025,4,NetBanking,0.35,EricTurner@outlook.com,7747196182,successful
952,6,Eric Turner,106,80000.0,sofa,furniture,offline,Hyderabad,07-15-2025,4,NetBanking,0.35,EricTurner@outlook.com,7747196182,failed
958,443,Judy Patton,103,1300.0,SHIRT,Clothing,offline,Chennai,2025-11-06 00:00:00,4,NetBanking,0.15,JudyPatton@yahoo.com,6213255429,successful
958,443,Judy Patton,103,1300.0,SHIRT,Clothing,offline,Chennai,2025-11-06 00:00:00,4,NetBanking,0.15,JudyPatton@yahoo.com,6213255429,failed
978,178,Claudia Miles,105,45000.0,Tv,electronics,offline,Bangalore,2025-09-18 00:00:00,5,UPI,0.2,ClaudiaMiles@outlook.com,8687865587,successful
978,178,Claudia Miles,105,45000.0,Tv,electronics,offline,Bangalore,2025-09-18 00:00:00,5,UPI,0.2,ClaudiaMiles@outlook.com,8687865587,failed
981,813,John Harris,107,50000.0,DINING TABLE,FURN,online,Chennai,2025-08-25 00:00:00,4,UPI,0.1,JohnHarris@gmail.com,9597553148,successful
981,813,John Harris,107,50000.0,DINING TABLE,FURN,online,Chennai,2025-08-25 00:00:00,4,UPI,0.1,JohnHarris@gmail.com,9597553148,failed
992,680,Benjamin Anderson,110,45000.0,Microwave,HOME,online,Delhi,2026-04-03 00:00:00,2,NetBanking,0.25,BenjaminAnderson@yahoo.com,7059506812,successful
992,680,Benjamin Anderson,110,45000.0,Microwave,HOME,online,Delhi,2026-04-03 00:00:00,2,NetBanking,0.25,BenjaminAnderson@yahoo.com,7059506812,failed
1006,196,Mary Hicks,104,8000.0,shoes,Clothing,online,Chennai,2026-02-27 00:00:00,3,Card,0.2,MaryHicks@gmail.com,7873921272,successful
1006,196,Mary Hicks,104,8000.0,shoes,Clothing,online,Chennai,2026-02-27 00:00:00,3,Card,0.2,MaryHicks@gmail.com,7873921272,failed
1012,650,Michael Haynes,102,70000.0,Phone,ELEC,online,Hyderabad,03-29-2026,2,UPI,0.15,MichaelHaynes@yahoo.com,6045946833,successful
1012,650,Michael Haynes,102,70000.0,Phone,ELEC,online,Hyderabad,03-29-2026,2,UPI,0.15,MichaelHaynes@yahoo.com,6045946833,failed
1029,329,William Jackson,107,50000.0,dining table,furniture,online,Mumbai,2026-01-15 00:00:00,5,NetBanking,0.05,WilliamJackson@outlook.com,7805292206,successful
1029,329,William Jackson,107,50000.0,dining table,furniture,online,Mumbai,2026-01-15 00:00:00,5,NetBanking,0.05,WilliamJackson@outlook.com,7805292206,failed
1034,467,Tommy Brown,102,70000.0,Phone,electronics,offline,Chennai,2026-02-18 00:00:00,1,Card,0.3,TommyBrown@outlook.com,6791603392,successful
1034,467,Tommy Brown,102,70000.0,Phone,electronics,offline,Chennai,2026-02-18 00:00:00,1,Card,0.3,TommyBrown@outlook.com,6791603392,failed
1044,567,Benjamin Peters,103,1300.0,SHIRT,clothing,offline,Bangalore,2025-12-24 00:00:00,2,UPI,0.05,Benjamin60@gmail.com,7804618438,successful
1044,567,Benjamin Peters,103,1300.0,SHIRT,clothing,offline,Bangalore,2025-12-24 00:00:00,2,UPI,0.05,Benjamin60@gmail.com,7804618438,failed
1054,898,Joseph Tyler,105,45000.0,Tv,Electronics,offline,Hyderabad,04-19-2025,5,Cash,0.3,JosephTyler@gmail.com,6140222797,successful
1054,898,Joseph Tyler,105,45000.0,Tv,Electronics,offline,Hyderabad,04-19-2025,5,Cash,0.3,JosephTyler@gmail.com,6140222797,failed
1067,806,Jacqueline Cantu,103,1300.0,Shirt,clothing,offline,Chennai,2025-07-19 00:00:00,5,NetBanking,0.35,Jacqueline4@gmail.com,8698814533,successful
1067,806,Jacqueline Cantu,103,1300.0,Shirt,clothing,offline,Chennai,2025-07-19 00:00:00,5,NetBanking,0.35,Jacqueline4@gmail.com,8698814533,failed
1076,842,Amy Quinn,106,80000.0,SOFA,furniture,offline,Hyderabad,2025-01-11 00:00:00,3,Card,0.1,AmyQuinn@outlook.com,7272163795,successful
1076,842,Amy Quinn,106,80000.0,SOFA,furniture,offline,Hyderabad,2025-01-11 00:00:00,3,Card,0.1,AmyQuinn@outlook.com,7272163795,failed
1102,810,Mary Martin,105,45000.0,TV,electronics,offline,Delhi,2025-08-01 00:00:00,3,UPI,0.4,Mary75@gmail.com,6534273960,successful
1102,810,Mary Martin,105,45000.0,TV,electronics,offline,Delhi,2025-08-01 00:00:00,3,UPI,0.4,Mary75@gmail.com,6534273960,failed
1115,758,Nichole Jones,109,65000.0,REFRIGERATOR,HOME,online,Chennai,2026-02-27 00:00:00,2,NetBanking,0.2,NicholeJones@yahoo.com,6141266772,successful
1115,758,Nichole Jones,109,65000.0,REFRIGERATOR,HOME,online,Chennai,2026-02-27 00:00:00,2,NetBanking,0.2,NicholeJones@yahoo.com,6141266772,failed
1124,174,Jeffrey Lamb,103,1300.0,SHIRT,CLOTH,offline,Hyderabad,2025-10-29 00:00:00,5,NetBanking,0.05,Jeffrey73@gmail.com,7799529242,successful
1124,174,Jeffrey Lamb,103,1300.0,SHIRT,CLOTH,offline,Hyderabad,2025-10-29 00:00:00,5,NetBanking,0.05,Jeffrey73@gmail.com,7799529242,failed
1137,767,John Farmer,103,1300.0,SHIRT,CLOTH,offline,Mumbai,2025-07-08 00:00:00,3,Card,0.05,JohnFarmer@outlook.com,6262937080,successful
1137,767,John Farmer,103,1300.0,SHIRT,CLOTH,offline,Mumbai,2025-07-08 00:00:00,3,Card,0.05,JohnFarmer@outlook.com,6262937080,failed
1150,745,Jennifer Weeks,107,50000.0,dining table,Furniture,offline,Hyderabad,07-21-2025,2,UPI,0.15,JenniferWeeks@gmail.com,9263102095,successful
1150,745,Jennifer Weeks,107,50000.0,dining table,Furniture,offline,Hyderabad,07-21-2025,2,UPI,0.15,JenniferWeeks@gmail.com,9263102095,failed
1156,967,Brittany Bush,107,50000.0,dining table,furniture,offline,Hyderabad,09-30-2025,2,Cash,0.1,BrittanyBush@yahoo.com,8867314454,successful
1156,967,Brittany Bush,107,50000.0,dining table,furniture,offline,Hyderabad,09-30-2025,2,Cash,0.1,BrittanyBush@yahoo.com,8867314454,failed
1166,816,Erika Martin,103,1300.0,Shirt,clothing,offline,Delhi,11-18-2025,2,Card,0.15,ErikaMartin@yahoo.com,7021501945,successful
1166,816,Erika Martin,103,1300.0,Shirt,clothing,offline,Delhi,11-18-2025,2,Card,0.15,ErikaMartin@yahoo.com,7021501945,failed
1185,646,Pamela Bennett,105,45000.0,TV,ELEC,offline,Mumbai,01-21-2026,2,NetBanking,0.4,PamelaBennett@outlook.com,9795981461,successful
1185,646,Pamela Bennett,105,45000.0,TV,ELEC,offline,Mumbai,01-21-2026,2,NetBanking,0.4,PamelaBennett@outlook.com,9795981461,failed
1189,489,Jennifer Bell,106,80000.0,Sofa,furniture,online,Hyderabad,2025-05-22 00:00:00,5,Cash,0.1,Jennifer4@gmail.com,6019082318,successful
1189,489,Jennifer Bell,106,80000.0,Sofa,furniture,online,Hyderabad,2025-05-22 00:00:00,5,Cash,0.1,Jennifer4@gmail.com,6019082318,failed
1210,19,Jessica Osborne,108,15000.0,mixer grinder,Home Appliances,online,Mumbai,2026-12-02 00:00:00,1,UPI,0.15,JessicaOsborne@outlook.com,8664830000,successful
1210,19,Jessica Osborne,108,15000.0,mixer grinder,Home Appliances,online,Mumbai,2026-12-02 00:00:00,1,UPI,0.15,JessicaOsborne@outlook.com,8664830000,failed
1217,872,David Miller,103,1300.0,shirt,CLOTH,offline,Mumbai,2025-12-13 00:00:00,5,NetBanking,0.25,DavidMiller@yahoo.com,8702050205,successful
1217,872,David Miller,103,1300.0,shirt,CLOTH,offline,Mumbai,2025-12-13 00:00:00,5,NetBanking,0.25,DavidMiller@yahoo.com,8702050205,failed
